Suphawit Yuyong|17|ชาย|176|59.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
Suphawit Yuyong|34|ชาย|175|64.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
Suphawit|13|ชาย|23|321.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
Suphawit Yuyong|19|ชาย|179|56.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
njfnskvsn|123|หญิง|312|12.0|ออกกำลังกายหนัก 6-7 วัน/สัปดาห์
dads|3132|ชาย|321|321.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
dfs|34|ชาย|177|23.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
dfs|34|ชาย|177|23.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
dfs|34|ชาย|177|23.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
ada|123|ชาย|32|23.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
ddasakj|321|ชาย|31|32.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
fdfs|3123|ชาย|132|23.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
fdfs|3123|ชาย|132|23.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
fsvsvfvdf|31|ชาย|21|32.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
fsvsvfvdf|31|ชาย|21|32.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
supgaifsi|42|ชาย|431|234.0|ออกกำลังกายหนัก 6-7 วัน/สัปดาห์
supgaifsi|42|ชาย|431|234.0|ออกกำลังกายหนัก 6-7 วัน/สัปดาห์
fsfsfsfsdf|123|ชาย|123|123.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
fsfsfsfsdf|123|ชาย|123|123.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
fsfsfsfsdf|123|ชาย|123|123.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
baibuanon|313|ชาย|231|312.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
baibuanon|313|ชาย|231|312.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
baibuanon|313|ชาย|231|312.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
dajdajsnka|123|ชาย|231|231.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
dajdajsnka|123|ชาย|231|231.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
BaibuaTong|19|ชาย|178|47.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
BaibuaTong|19|ชาย|178|47.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
dadkadklak|1231|ชาย|23|31.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
Goonmando|56|ชาย|56|56.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
Goonmando|56|ชาย|56|56.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
ทองจัน ใจดี|24|ชาย|177|62.3|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
ใบบก ดีใจ|16|หญิง|155|43.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
ศรีไพร สมรมี|43|ชาย|177|56.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
จินดา รุษาดี|15|หญิง|155|46.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
ศุภวิชญ์ ยุยงค์|19|ชาย|177|62.4|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
สมปอง ศรีไพรสน|47|ชาย|165|73.1|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
ศุภวิชญ์ ยุยงค์|19|ชาย|177|62.3|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
รุ้งราดา ใจสิริ|31|หญิง|158|49.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
รุ้งราดา ใจสิริ|31|หญิง|158|49.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
Supahwit|19|ชาย|177|62.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
Supahwit|19|ชาย|177|62.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
Suphawit Yuyong|19|ชาย|178|61.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
Suphawit Promac|19|ชาย|177|62.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
Suphawit Promac|19|ชาย|177|62.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
Suphawit promac|19|ชาย|177|62.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
Suphawit Promac|19|ชาย|176|64.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
Suphawit Tester|18|ชาย|175|63.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
dkdsfsd|19|ชาย|177|64.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
mac|14|หญิง|155|49.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
mac|15|ชาย|177|67.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
mac|15|ชาย|177|67.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
MacOs|17|ชาย|177|67.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
MacSuphawit|19|ชาย|177|67.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
MacForSuphawit|19|ชาย|177|67.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
MacForSuphawit|19|หญิง|177|67.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
MacForSuphawit|19|หญิง|150|47.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
Tester1|19|ชาย|177|67.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
Tester1|19|ชาย|177|45.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
TesTK|16|ชาย|177|67.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
TesTK|16|ชาย|177|49.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
TesTK|16|ชาย|177|49.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
TesTK|16|ชาย|177|97.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
TesTK|16|ชาย|177|87.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
Iuweday|46|ชาย|167|68.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
Command2|45|ชาย|167|67.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
Command2|45|ชาย|167|64.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
Command2|45|ชาย|167|61.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
Command2|45|ชาย|167|55.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
Command2|45|ชาย|167|64.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
Mam|18|ชาย|177|63.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
Mam|18|หญิง|177|63.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
Mam|18|หญิง|177|63.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
Mam|18|ชาย|177|63.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
Baibua|17|หญิง|155|45.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
test1|15|ชาย|167|57.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
dkaod|144|ชาย|265|23.0|กรุณาเลือก
่กสฟก่|32|หญิง|166|53.0|กรุณาเลือก
่กสฟก่|32|หญิง|166|53.0|กรุณาเลือก
macbook|14|ชาย|177|67.0|กรุณาเลือก
macbook|14|ชาย|177|67.0|กรุณาเลือก
macbook|14|ชาย|177|67.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
macbook|14|ชาย|177|67.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
|13|หญิง|155|12.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
Jamal|34|กรุณาเลือก|175|54.0|กรุณาเลือก
Jamal|34|หญิง|175|54.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
Fineod|23|ชาย|13|13.0|กรุณาเลือก
Fineod|23|ชาย|13|13.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
hello|13|กรุณาเลือก|175|67.0|กรุณาเลือก
ThisMyTest|17|กรุณาเลือก|166|45.0|กรุณาเลือก
ThisMyTest|17|หญิง|166|45.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
ThisMyTest|17|หญิง|166|45.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
ThisMyTest|17|ชาย|166|45.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
ThisMyTest|17|ชาย|180|45.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
ThisMyTest|17|ชาย|180|45.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
gdfyidfsd|34|ชาย|178|56.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
gdfyidfsd|34|ชาย|178|56.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
Tesrer|19|ชาย|177|67.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
Tesgs|45|ชาย|188|64.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
redef|432|ชาย|42|421.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
Seewalon|45|หญิง|154|47.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
Hithere|34|ชาย|182|78.0|ออกกำลังกายหนัก 6-7 วัน/สัปดาห์
Hellothere|45|หญิง|163|54.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
Hellothere|45|หญิง|163|54.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
Hellothere|45|หญิง|163|54.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
test|19|ชาย|155|46.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
test 1|16|ชาย|167|45.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
MacSuphawit|17|ชาย|176|59.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
MacSuphawit|17|ชาย|176|59.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
MacForYou|35|หญิง|155|43.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
MacForYou|35|หญิง|155|43.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
MacForYou|35|ชาย|155|43.0|ออกกำลังกายหนัก 6-7 วัน/สัปดาห์
Suphawit|17|ชาย|177|61.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
Bai|17|ชาย|177|12.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
Bai|17|หญิง|177|12.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
kla|17|ชาย|177|67.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
kla|17|ชาย|177|67.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
ศุภวิชญ์ ยุยงค์|17|ชาย|177|67.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
Suphawit|13|หญิง|155|45.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
Suphawit|13|หญิง|155|45.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
Suphawit|13|หญิง|155|45.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
Suphawit|13|หญิง|155|45.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
Suphawit|13|หญิง|155|45.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
Suphawit|13|หญิง|155|45.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
SuphawitYY|19|ชาย|177|61.4|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
ศุภวิชญ์ ยุยงค์|17|ชาย|178|62.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
ศุภวิชญ์ ยุยงค์|19|ชาย|177|67.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
ศุภวิชญ์ ยุยงค์|19|ชาย|177|67.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
ศุภวิชญ์ ยุยงค์|17|ชาย|177|62.4|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
ศุภวิชญ์ ยุยงค์|17|ชาย|177|62.4|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
ศุภวิชญ์ ยุยงค์|19|ชาย|177|63.2|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
ลักขณา ยุยงค์|47|หญิง|154|44.2|ไม่ออกกำลังกายเลยหรือน้อยมาก
AI|1000|หญิง|10|100.0|นักกีฬา/ออกกำลังกายหนัก
gojf|342|กรุณาเลือก|42|34.0|กรุณาเลือก
fdf|32|กรุณาเลือก|44|32.0|กรุณาเลือก
MacOS|19|ชาย|177|63.44|กรุณาเลือก
MacOSD|19|กรุณาเลือก|177|64.5|กรุณาเลือก
MacOSD|19|ชาย|177|64.5|กรุณาเลือก
MacOSD|19|ชาย|177|64.5|ไม่ออกกำลังกายเลยหรือน้อยมาก
MacOSD|19||177|64.5|ไม่ออกกำลังกายเลยหรือน้อยมาก
MacOSD|19||177|64.5|
IPhone|14|ชาย|170|123.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
MacOsTD|14|กรุณาเลือก|180|144.0|กรุณาเลือก
effew|145|กรุณาเลือก|123|57.0|กรุณาเลือก
effew|145|กรุณาเลือก|123|57.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
effew|145|กรุณาเลือกdffd|123|57.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
effew|145|ชาย|123|57.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
effew|145|ชาย|123|57.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
MacOS|19|ชาย|177|59.8|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
Suphawit|18|ชาย|176|62.0|ออกกำลังกายหนัก 6-7 วัน/สัปดาห์
dfsf|213|ชาย|21|43.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
dfsf|43|ชาย|32|343.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
dfsf|43|ชาย|32|343.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
LastTest|17|หญิง|156|42.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
ไทย|19|ชาย|177|62.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
Fiber|18|ชาย|177|67.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
Finder|18|หญิง|177|197.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
fgfg|43|ชาย|345|43.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
fgfg|43|ชาย|345|43.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
Testter|34|ชาย|177|67.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
fkdlfd|543|กรุณาเลือก|45|453.0|กรุณาเลือก
fkdlfd|543|กรุณาเลือก|45|453.0|กรุณาเลือก
fkdlfd|543|ชาย|45|453.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
MacBookAir|19|ชาย|177|61.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
fb|43|หญิง|453|543.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
Immy|17|หญิง|155|64.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
Immy|17|หญิง|155|64.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
AmiChan|15|หญิง|145|38.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
fdgd|242|ชาย|3453|435.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
jgejr|342|ชาย|242|424.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
fjofv|14|หญิง|144|35.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
MacOS|18|ชาย|177|64.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
MacOS|18|ชาย|177|64.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
ghfgh|54|กรุณาเลือก|54|54.0|กรุณาเลือก
mfivfovd|12|ชาย|132|34.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
dfsnfs|32|ชาย|2332|342.0|ออกกำลังกายปานกลาง 3-5 วัน/สัปดาห์
fger|43|หญิง|166|67.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
dfdffd34|43|ชาย|43|323.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
Last|34|ชาย|523|432.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
TestYour Umfor|52|ชาย|167|68.0|ไม่ออกกำลังกายเลยหรือน้อยมาก
MacOS|19|ชาย|177|61.2|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
MacOS|19|ชาย|177|61.2|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
MacOS|19|ชาย|177|61.2|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
MacOS|19|ชาย|177|61.2|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
MacOS|19|ชาย|177|61.2|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
MacOS|19|ชาย|177|61.2|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
MacOS@|19|ชาย|1|6.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
MacOS@|19|ชาย|1|6.0|ออกกำลังกายเบาๆ 1-3 วัน/สัปดาห์
